#,dist(asec)identifier,typcoord1(ICRS,",J2000/2000)",plx,radvel,redshift,cz,,MagU,MagB,MagV,MagR,MagG,MagI,spec.type,,#bib#,not
1780,1238.132MASSJ11073618-5856319,*166.9008009015600,-58.94219962,2.134,7.59,0.000025,7.59,,,20.522,19.04,17.918,17.983685,16.618,,,2,0
1781,1238.492MASSJ11074644-5854584,*166.9435057495000,-58.91623931,0.1525,,,,,,,,,15.160162,,,,1,0
1782,1238.672MASSJ11064413-5823316,*166.6838583786500,-58.39209961,3.2226,11.22,0.000037,11.22,,,18.613,17.127,16.198,16.393496,15.203,,,1,0
1783,1238.692MASSJ11062725-5902073,*166.6135248864200,-59.03535356,2.0224,,,,,,,,,18.11907,,,,1,0
1784,1238.722MASSJ11033617-5829306,*165.9007602104200,-58.49184893,2.0892,6.93,0.000023,6.93,,,15.128,14.299,13.831,14.117924,13.407,,,5,0
1785,1238.74CPD-583064,*166.3476667466700,-59.04890712,0.4391,,,,,,,,,10.769417,,,,1,0
1786,1239.552MASSJ11035700-5826418,*165.9874925808400,-58.44496206,0.409,,,,,,,,,15.174397,,,,1,0
1787,1240.762MASSJ11030792-5836211,*165.7830484356800,-58.60587276,2.0762,8.09,0.000027,8.09,,,,,,12.398718,,,,5,0
1788,1242.852MASSJ11033156-5854452,*165.8815324236600,-58.91253874,0.6048,-3.94,-0.000013,-3.94,,,13.678,13.038,12.633,12.865822,12.22,,,1,0
1789,1245.332MASSJ11060148-5902581,*166.5061549196000,-59.04948548,2.1046,,,,,,,,,12.451262,,,,6,0
1790,1245.712MASSJ11052094-5903009,*166.3372831457100,-59.05025598,1.4986,32.06,0.000107,32.06,,,15.154,14.313,13.867,14.131394,13.464,,,1,0
1791,1245.752MASSJ11052588-5821431,*166.3578620381600,-58.36198919,0.4542,22.47,0.000075,22.47,,,15.895,14.901,14.273,14.535506,13.645,,,1,0
1792,1245.942MASSJ11030088-5840243,*165.7537557446800,-58.6734036,2.1479,2.99,0.00001,2.99,,,19.032,17.52,16.529,16.681154,15.406,,,5,0
1793,1246.382MASSJ11073162-5827341,*166.8819037797200,-58.45956996,1.9408,,,,,,,,,19.233784,,,,1,0
1794,1246.542MASSJ11041208-5825044,*166.0503670408200,-58.41788149,2.1059,,,,,,,,,14.865797,,,,5,0
1795,1248.532MASSJ11025990-5843257,*165.7496220115400,-58.72381952,2.1821,6.93,0.000023,6.93,,,18.283,16.863,15.986,16.270596,15.15,,,5,0
1796,1250.342MASSJ11045401-5822265,*166.2251048875700,-58.37405086,2.1156,5.57,0.000019,5.57,,,14.492,13.749,13.327,13.577281,12.928,,,4,0
1797,1250.762MASSJ11050174-5902390,NIR166.257283-59.04,4192,,,,,,,,,,,,,,1,0
1798,1251.522MASSJ11025939-5842593,*165.7475413092000,-58.71648936,2.1354,2.39,0.000008,2.39,,,13.72,13.069,12.675,12.915863,12.294,,,2,0
1799,1252.082MASSJ11065400-5900568,*166.7250106763200,-59.01576546,2.0675,4.48,0.000015,4.48,,,15.791,14.832,14.289,14.586697,13.811,,,5,0
1800,1253.522MASSJ11074121-5856118,*166.9217076914100,-58.93663001,1.3701,-13.64,-0.000045,-13.64,,,16.695,15.471,14.758,15.122441,14.141,,,1,0
1801,1254.482MASSJ11082092-5841489,*167.0871895084400,-58.69692534,2.0639,-39.87,-0.000133,-39.87,,,16.783,15.494,14.701,15.023143,14.024,,,6,0
1802,1254.982MASSJ11043247-5823257,*166.1353466553200,-58.39046895,2.0856,5.66,0.000019,5.66,,,13.967,13.288,12.93,13.192731,12.583,,,5,0
1803,1256.152MASSJ11041783-5900264,*166.0742946818200,-59.00733251,1.8837,,,,,,,,,18.764521,,,,1,0
1804,1256.25CPD-574157,*165.8987928021600,-58.48540624,0.7921,,,,,,10.28,10.29,,10.189598,,B7,,2,0
1805,1256.632MASSJ11050025-5902423,*166.2510722589600,-59.0450748,2.1067,4.75,0.000016,4.75,,,14.07,13.399,13.047,13.259099,12.7,,,5,0
1806,1257.082MASSJ11074718-5829340,*166.9465692435400,-58.49286562,2.2142,,,,,,,,,19.386221,,,,1,0
1807,1258.102MASSJ11075278-5830323,*166.9699752149600,-58.5090181,2.0543,5.51,0.000018,5.51,,,15.539,14.576,14.028,14.373846,13.494,,,2,0
1808,1258.392MASSJ11055815-5821336,*166.4923030184900,-58.35935081,2.1397,15.47,0.000052,15.47,,,13.593,12.936,12.553,12.867797,12.17,,,5,0
1809,1259.242MASSJ11074871-5855095,*166.9530113204900,-58.91930671,,-14.67,-0.000049,-14.67,,,16.967,15.806,15.147,15.50003,14.491,,,1,0
1810,1259.58Cl*NGC3532AR28,*166.0320923853100,-58.41998247,2.0816,3.44,0.000011,3.44,,,,,,11.996388,,,,6,0
1811,1259.722MASSJ11031271-5833494,*165.8030060592900,-58.56373207,2.1127,4.89,0.000016,4.89,,,18.195,16.775,15.921,16.224346,15.128,,,5,0
1812,1260.15Cl*NGC3532FERN479,*166.1355665358800,-59.02510844,0.3708,,,,,,,,,11.668514,,,,1,0
1813,1260.172MASSJ11060589-5821402,*166.5245730580100,-58.36117941,2.0731,5.23,0.000017,5.23,,,14.128,13.457,13.083,13.316819,12.717,,,5,0
1814,1261.002MASSJ11050489-5902553,*166.2704147617300,-59.04869099,2.2463,3.15,0.000011,3.15,,,20.969,19.471,18.343,18.367523,16.987,,,1,0
1815,1261.88HD303732,*166.3387492054500,-58.35851169,0.589,,,,,,10.2,10.15,,10.253785,,A0,,6,0
1816,1262.062MASSJ11052668-5903217,*166.3612042591600,-59.05606627,2.0564,6.95,0.000023,6.95,,,18.01,16.663,15.817,16.092302,15.034,,,5,0
1817,1262.112MASSJ11034143-5856473,*165.9226578410300,-58.94650376,2.1436,3.35,0.000011,3.35,,,15.956,14.971,14.379,14.678858,13.876,,,5,0
1818,1262.222MASSJ11073699-5857004,*166.9041359494700,-58.95012035,2.092,7.27,0.000024,7.27,,,,,,12.333295,,,,5,0
1819,1263.322MASSJ11064230-5822586,*166.6762569229000,-58.38294422,2.0483,6.05,0.00002,6.05,,,16.306,15.236,14.64,14.945236,14.11,,,5,0
1820,1263.402MASSJ11072668-5858182,*166.8611975455000,-58.97172323,0.2529,-16.03,-0.000053,-16.03,,,17.09,15.852,15.14,15.550699,14.46,,,1,0
1821,1264.332MASSJ11063222-5902218,*166.6342370498100,-59.03937336,1.6706,-0.62,-0.000002,-0.62,,,14.018,13.33,12.969,13.217296,12.629,,,1,0
1822,1265.14Cl*NGC3532AR221,*167.0548571201400,-58.59154257,2.318,27.98,0.000093,27.98,,,,,,13.10191,,,,2,0
1823,1265.632MASSJ11043401-5901416,*166.1417339264300,-59.02821389,0.358,,,,,,,,,14.727301,,,,1,0
1824,1269.56GaiaDR25340153364258383616,*167.0830351479679,-58.64079739,2.4879,,,,,,,,,13.6537,,,,0,0
1825,1270.022MASSJ11080653-5833129,*167.0272583332800,-58.5536035,0.4804,,,,,,,,,15.713741,,,,1,0
1826,1270.05UCAC4157-060340,**167.083314200-58,0.6408417,,,,,,,13.889,13.27,12.943,,,,,0,0
1827,1270.302MASSJ11044535-5822278,*166.1889866073500,-58.37441322,2.0827,,,,,,,,,13.189922,,,,4,0
1828,1270.50GaiaEDR35340153364216745472,*167.0835959469800,-58.64093479,2.0404,,,,,,,,,13.820913,,,,3,0
1829,1270.512MASSJ11065911-5823545,*166.7463104741900,-58.39848434,2.142,,,,,,,,,13.650041,,,,5,0
1830,1271.792MASSJ11081945-5847001,*167.0812928686700,-58.7834075,2.1245,5.28,0.000018,5.28,,,13.559,12.823,12.401,13.713594,12.05,,,4,0
1831,1272.96GaiaEDR35340159858208303872,*166.8972983306700,-58.45714397,2.068,,,,,,,,,13.278944,,,,4,0
1832,1272.96UCAC4158-061434,**166.897258600-58,0.4571209,,,,,,,14.033,13.305,13.033,,,,,0,0
1833,1273.062MASSJ11055773-5903295,*166.4905681940300,-59.05822658,2.113,,,,,,,,,17.914497,,,,1,0
1834,1273.10GaiaDR25340159858249204736,*166.8968478345209,-58.4568545,0.3934,,,,,,,,,14.8993,,,,0,0
1835,1273.282MASSJ11064679-5823030,*166.6949817917600,-58.38417056,2.0485,5.16,0.000017,5.16,,,15.493,14.576,14.076,14.357563,13.622,,,5,0
1836,1275.28HD96772,*166.9473025729900,-58.48521907,2.0661,,,,,,9.662,9.553,9.513,9.55485,9.461,A0/1IV/V,,16,0
1837,1276.482MASSJ11080192-5831510,*167.0080096035200,-58.53086769,1.3822,,,,,,,,,16.085075,,,,1,0
1838,1276.792MASSJ11082343-5840561,*167.0976223704900,-58.68225792,2.0588,,,,,,,,,11.988121,,,,1,0
1839,1277.16Cl*NGC3532AR109,*166.4288858225400,-58.35195737,0.9156,-10.26,-0.000034,-10.26,,,,,,11.719115,,,,1,0
1840,1277.282MASSJ11031541-5852313,*165.8142769780500,-58.87535568,0.3875,-27.64,-0.000092,-27.64,,,15.959,14.923,14.313,14.575,13.658,,,1,0
1841,1277.852MASSJ11081579-5835505,*167.0658304001900,-58.59737686,2.2177,5.22,0.000017,5.22,,,19.356,17.844,16.859,17.073851,15.773,,,5,0
1842,1278.422MASSJ11055997-5903330,*166.4999159171200,-59.05916723,1.9386,5.02,0.000017,5.02,,,19.274,17.778,16.747,16.969875,15.601,,,1,0
1843,1278.902MASSJ11025587-5842575,*165.7328686922200,-58.71597685,0.556,23.9,0.00008,23.9,,,17.997,16.637,15.772,16.019253,14.885,,,1,0
1844,1279.81GaiaEDR35340159961287547904,*166.8836462270200,-58.44761117,0.0384,,,,,,,,,18.586754,,,,0,0
1845,1280.822MASSJ11073218-5826508,mul166.88411200-58.,44745300,,,,,,,,,,,,,,1,0
1846,1280.832MASSJ11070127-5823520,*166.7552670414500,-58.39783381,2.5589,,,,,,,,,19.192213,,,,1,0
1847,1281.032MASSJ11081054-5833545,*167.0439432542100,-58.56512727,2.081,,,,,,,,,13.660607,,,,6,0
1848,1281.07GaiaEDR35340159956995552256,*166.8841850663300,-58.44739492,2.038,,,,,,,,,18.695557,,,,1,0
1849,1282.25Cl*NGC3532FERN427,*165.9346134396700,-58.96088959,2.1274,1.89,0.000006,1.89,,,11.94,11.538,11.21,11.446456,,,,15,0
1850,1282.51Cl*NGC3532FERN544,*166.1334565111000,-59.03144088,0.8242,,,,,,11.2,11.3,,10.953866,,,,2,0
1851,1282.69GaiaEDR35338641123460427648,*166.8860998662900,-58.96732356,2.1368,,,,,,,,,16.88088,,,,4,0
1852,1282.77CPD-582973,*165.7401253821100,-58.76746406,2.4799,-1.13,-0.000004,-1.13,,,,,,10.814034,,,,2,0
1853,1282.86HD96878,*167.1006512979500,-58.68073639,2.1142,,,,,,11.2,10.64,,10.861545,,A,,7,0
1854,1285.04GaiaEDR35338677647866067840,*165.9174990663200,-58.95297591,2.0539,,,,,,,,,17.131624,,,,4,0
1855,1285.42HD303749,*166.1951694944900,-59.04487438,1.2038,,,,,,11.24,11.197,11.344,11.211864,,A,,6,0
1856,1285.90HD303734,EB*165.8610711469600,-58.49736871,2.1204,,,,,,10.17,10.11,,10.02352,,A6V+K3V,,10,0
1857,1288.102MASSJ11032541-5830001,*165.8559625881000,-58.50002394,0.6223,29.54,0.000099,29.54,,,14.194,13.528,13.132,13.376838,12.765,,,1,0
1858,1288.36HD303738,*165.7286358-58.7,275528,2.21,,,,,,10.88,10.56,,10.55,,A2,,4,0
1859,1288.512MASSJ11043789-5822307,*166.1579269635500,-58.37519692,1.6522,,,,,,,,,14.40688,,,,2,0
1860,1288.512MASSJ11025707-5846116,*165.7378049225300,-58.76988546,2.0839,4.82,0.000016,4.82,,,14.833,14.025,13.577,13.855441,13.164,,,5,0
1861,1289.532MASSJ11025716-5838394,*165.7381967134000,-58.6442666,0.2895,-33.86,-0.000113,-33.86,,,18.396,17.009,16.153,16.394764,15.258,,,1,0
1862,1290.67PNG289.8+01.2,PN?166.9183-58.9539,,,,,,,,,,,,,,,1,1
1863,1290.90Cl*NGC3532AR230,*167.1060505458400,-58.72761917,0.506,-16.56,-0.000055,-16.56,,,,,,13.031475,,,,1,0
1864,1292.492MASSJ11074003-5857196,*166.9168023483000,-58.95545721,1.7214,28.42,0.000095,28.42,,,19.127,17.61,16.632,16.810656,15.531,,,1,0
1865,1292.75GaiaEDR35340144327602456064,RR?167.0859059006100,-58.79850219,,,,,,,,,,20.206656,,,,1,0
1866,1294.932MASSJ11062171-5903179,*166.5904796695600,-59.05497281,0.6042,86.46,0.000288,86.47,,,16.543,15.5,14.922,15.180861,14.327,,,1,0
1867,1294.942MASSJ11041974-5901194,*166.0821953307100,-59.02207041,2.0681,,,,,,,,,18.178104,,,,1,0
1868,1295.36HD303736,*165.7659162924400,-58.58492771,0.2883,,,,,,10.6,10.62,,10.761516,,B9,,4,0
1869,1296.65Cl*NGC3532AR22,*165.9824802893000,-58.42656041,2.0678,6.92,0.000023,6.92,,,,,,11.865889,,,,6,0
1870,1296.712MASSJ11060333-5821002,*166.5139269982200,-58.35006625,2.7068,-70.91,-0.000237,-70.9,,,17.924,16.459,15.562,15.812347,14.687,,,1,0
1871,1296.932MASSJ11032830-5829147,*165.8680851225400,-58.48738728,0.828,15.44,0.000052,15.44,,,14.27,13.643,13.278,14.049347,12.902,,,1,0
1872,1297.93GaiaEDR35338642600895159168,*166.9889313385600,-58.91197716,0.1168,,,,,,,,,18.808544,,,,0,0
1873,1298.34GaiaEDR35338642974545838720,*166.9897209788600,-58.91158316,2.0458,,,,,,,,,18.39094,,,,1,0
1874,1298.362MASSJ11082294-5847026,*167.0955900423900,-58.78407073,0.9291,14.58,0.000049,14.58,,,13.335,12.832,12.544,12.770309,12.267,,,1,0
1875,1298.402MASSJ11075752-5854419,mul166.98966900-58.,91165500,,,,,,,,,,,,,,1,0
1876,1298.682MASSJ11064380-5902248,*166.6825362001500,-59.04020526,2.0579,5.38,0.000018,5.38,,,18.589,17.155,16.241,16.422832,15.255,,,1,0
1877,1298.812MASSJ11025374-5840540,*165.7239985694900,-58.68165298,0.3367,-11.23,-0.000037,-11.23,,,18.582,17.085,16.184,16.460798,15.278,,,1,0
1878,1299.602MASSJ11073642-5857580,*166.9017723278900,-58.9660977,2.6093,-18.31,-0.000061,-18.31,,,19.75,18.245,17.18,17.253576,15.912,,,1,0
1879,1300.33Cl*NGC3532AR42,*166.1152512637100,-58.38150924,0.9626,30.48,0.000102,30.48,,,,,,11.747125,,,,2,0
1880,1300.362MASSJ11025487-5845405,*165.7286927285100,-58.76124403,2.1227,5.36,0.000018,5.36,,,17.535,16.236,15.445,15.761103,14.749,,,5,0
1881,1301.012MASSJ11044040-5822095,*166.1683650396200,-58.36931177,0.5591,-8.76,-0.000029,-8.76,,,15.955,15.036,14.432,14.673664,13.771,,,1,0
1882,1301.51Cl*NGC3532FERN549,*166.5079379389100,-59.06510672,1.2696,-10.45,-0.000035,-10.45,,,12.21,11.73,11.68,11.650515,,,,2,0
1883,1301.762MASSJ11042743-5901576,*166.1143324158900,-59.03274058,1.5096,56.58,0.000189,56.59,,,16.045,15.095,14.565,15.155764,14.051,,,1,0
1884,1301.782MASSJ11081496-5834233,*167.0624165819600,-58.57315681,1.5564,,,,,,,,,12.647635,,,,1,0
1885,1302.102MASSJ11055662-5903597,*166.4859719386400,-59.06658523,2.0999,,,,,,,,,13.678023,,,,5,0
1886,1302.31HD303818,*167.0665336875800,-58.83840119,0.6137,-2.28,-0.000008,-2.28,,,,,,10.158936,,A2,,2,0
1887,1302.39Cl*NGC3532AR216,*167.0387302136900,-58.87090118,0.8649,,,,,,,,,12.574808,,,,1,0
1888,1302.572MASSJ11065898-5823174,*166.7457684312200,-58.38818848,2.125,,,,,,,,,14.340264,,,,5,0
1889,1306.072MASSJ11025986-5848566,*165.7494694004600,-58.81574336,2.1628,5.37,0.000018,5.37,,,19.392,17.873,16.894,17.0711,15.822,,,5,0
1890,1306.232MASSJ11041176-5900565,*166.0490220469200,-59.01571549,1.7303,82.78,0.000276,82.79,,,15.972,14.897,14.274,14.606417,13.751,,,1,0
1891,1307.722MASSJ11082639-5845228,*167.1099389319500,-58.75634976,2.0496,5.62,0.000019,5.62,,,19.818,18.296,17.275,17.37035,16.077,,,5,0
1892,1308.862MASSJ11071992-5859586,*166.8330024934100,-58.99960573,2.1158,6.54,0.000022,6.54,,,14.947,14.045,13.522,13.808943,13.048,,,5,0
1893,1310.13Cl*NGC3532AR224,*167.0807597161200,-58.59235826,0.9032,18.76,0.000063,18.76,,,,,,12.634223,,,,2,0
1894,1310.362MASSJ11033908-5827166,*165.9128648197300,-58.45464433,2.077,6.16,0.000021,6.16,,,16.447,15.405,14.77,15.136291,14.211,,,4,0
1895,1310.52GaiaEDR35338709190096004096,*165.7700289639100,-58.56788756,2.0882,,,,,,,,,16.987747,,,,1,0
1896,1310.592MASSJ11052008-5904055,*166.3337170939600,-59.0681881,2.0517,7.05,0.000024,7.05,,,19.678,18.169,17.13,17.318958,15.977,,,5,0
1897,1311.58HD96545,*166.6183018441200,-59.05577286,2.1107,,,,,,10.41,10.82,,10.050173,,A1/2V,,9,0
1898,1311.74CPD-582970,*165.7247089557700,-58.76844462,2.128,,,,,,11,10.8,,10.612248,,,,4,0
1899,1312.242MASSJ11062634-5903261,*166.6097767314300,-59.05725046,1.1621,,,,,,,,,12.365006,,,,1,0
1900,1312.50GaiaEDR35340172017278347776,*166.7995510330700,-58.40167186,2.1396,,,,,,,,,17.599211,,,,3,0
1901,1313.302MASSJ11080439-5853467,*167.0182713999500,-58.89631865,2.0853,5.48,0.000018,5.48,,,19.381,17.866,16.891,16.997122,15.796,,,6,0
1902,1314.332MASSJ11031150-5852530,*165.7979617660300,-58.88140604,2.0693,6.2,0.000021,6.2,,,16.167,15.13,14.535,14.842185,14.02,,,5,0
1903,1314.632MASSJ11050326-5903474,*166.2636031555500,-59.06317413,2.0089,,,,,,,,,12.143724,,,,1,0
1904,1315.07Cl*NGC3532FERN530,*165.7422855262500,-58.60476848,2.0781,,,,,,11.93,12.32,,11.566363,,,,7,0
1905,1316.192MASSJ11044502-5821401,*166.1876433833700,-58.36115534,2.1541,,,,,,,,,17.561357,,,,5,0
1906,1316.842MASSJ11053267-5820284,*166.3861568620100,-58.34122549,2.0792,4.82,0.000016,4.82,,,14.904,14.094,13.637,13.909637,13.231,,,5,0
1907,1318.09GaiaEDR35338706819268296064,*165.7117675080200,-58.70675718,2.078,,,,,,,,,16.304932,,,,4,0
1908,1318.292MASSJ11025651-5836506,*165.7354912994200,-58.61404468,1.7685,4.74,0.000016,4.74,,,16.492,15.412,14.806,15.106631,14.284,,,1,0
1909,1318.632MASSJ11025725-5836280,*165.7386262309400,-58.60777752,2.0831,,,,,,,,,12.091605,,,,5,0
1910,1318.752MASSJ11075227-5856110,*166.9678046731200,-58.93640658,1.9265,7.18,0.000024,7.18,,,20.756,19.302,18.16,18.193815,16.773,,,2,0
1911,1318.772MASSJ11082132-5835513,*167.0888932605200,-58.59760203,0.499,,,,,,,,,14.630669,,,,1,0
1912,1319.372MASSJ11071506-5900380,*166.8128095827700,-59.01055173,0.1947,-30.95,-0.000103,-30.95,,,16.54,15.29,14.58,14.856682,13.874,,,1,0
1913,1319.592MASSJ11025156-5840117,*165.7148889882700,-58.66992158,0.7779,1.17,0.000004,1.17,,,14.855,13.981,13.488,13.7554,13.013,,,1,0
1914,1319.902MASSJ11031377-5831226,*165.8074085868200,-58.52295874,2.0901,0.9,0.000003,0.9,,,16.615,15.47,14.812,15.115006,14.22,,,5,0
1915,1319.932MASSJ11081028-5852387,*167.0428510217000,-58.87743165,0.2564,4.82,0.000016,4.82,,,16.493,15.246,14.553,14.845831,13.882,,,1,0
1916,1319.93GaiaEDR35338708704724013312,*165.7255622054100,-58.63386415,2.0646,,,,,,,,,17.792461,,,,4,0
1917,1320.00[HXW2020]OC-12,Cl?167.1200-58.7400,,,,,,,,,,,,,,,1,0
1918,1320.01HD95879,*165.7108491122400,-58.70195208,2.0899,6.346,0.000021,6.35,,,8.854,7.869,7.36,7.661791,6.925,G8III,,27,0
1919,1320.24GaiaEDR35340144117155872768,*167.0908822020700,-58.81731329,2.1019,,,,,,,,,17.961958,,,,3,0
1920,1320.63HD303748,*166.508871-59.07,403,,,,,,,,,,,,B9,,3,0
1921,1321.08GaiaEDR35338640711108132352,*166.8682258202500,-58.98968619,0.2781,,,,,,,,,17.679331,,,,0,0
1922,1321.842MASSJ11080029-5830055,*167.0012298241400,-58.50152406,1.5456,0.57,0.000002,0.57,,,18.448,17.035,16.18,16.435076,15.3,,,1,0
1923,1322.112MASSJ11072841-5859239,mul166.86839400-58.,98998600,,,,,,,,,,,,,,1,0
1924,1322.34GaiaEDR35338640711143475584,*166.8684243293500,-58.99005371,2.0401,,,,,,,,,17.847454,,,,3,0
1925,1323.122MASSJ11060902-5904077,*166.5376329360700,-59.0688462,0.2867,-0.85,-0.000003,-0.85,,,17.439,16.12,15.421,15.717621,14.767,,,1,0
1926,1324.18Cl*NGC3532AR220,*167.0525115529100,-58.87016466,1.9062,,,,,,,,,13.500783,,,,2,0
1927,1324.872MASSJ11025099-5844584,*165.7125429785700,-58.7495821,2.3016,,,,,,,,,17.2642,,,,1,0
1928,1325.172MASSJ11025480-5837148,*165.7283913016500,-58.62077901,2.1017,5.03,0.000017,5.03,,,17.23,16.042,15.353,15.626864,14.649,,,3,0
1929,1326.39HD95948,*165.8019809853200,-58.89201309,2.1056,2.1,0.000007,2.1,,,9.331,9.266,9.26,9.280571,9.22,A0V,,20,0
1930,1326.892MASSJ11072764-5859350,*166.8651979413400,-58.99306017,0.5985,-15.18,-0.000051,-15.18,,,15.695,14.649,14.064,14.338571,13.504,,,1,0
1931,1327.39GaiaEDR35340146526670002432,*167.1260534220400,-58.69485758,2.0646,,,,,,,,,15.65659,,,,4,0
1932,1328.412MASSJ11024980-5841098,*165.7075720156100,-58.68604555,2.1691,7.59,0.000025,7.59,,,17.88,16.482,15.571,15.877353,14.633,,,5,0
1933,1328.51CPD-574171,*165.9756185544900,-58.41810484,2.0832,,,,,,,,,11.048688,,,,7,0
1934,1328.682MASSJ11025362-5847229,*165.7234982283200,-58.78971242,0.8976,12.34,0.000041,12.34,,,13.039,12.578,12.289,12.488635,12.009,,,1,0
1935,1329.22GaiaEDR35338708704724008064,*165.7178355618846,-58.64092464,2.1297,,,,,,,,,17.518045,,,,1,0
1936,1329.782MASSJ11080757-5831211,*167.0315991101500,-58.52259203,1.6837,,,,,,,,,15.386293,,,,1,0
1937,1330.072MASSJ11054000-5904340,*166.4167022599700,-59.07613038,2.0858,,,,,,,,,12.175345,,,,5,0
1938,1330.332MASSJ11065716-5902122,*166.7382025068800,-59.03671126,2.0884,4.69,0.000016,4.69,,,,,,12.289269,,,,4,0
1939,1330.37GaiaEDR35340152539624660608,*167.1204845653200,-58.654508,2.03,,,,,,,,,17.292843,,,,4,0
1940,1330.572MASSJ11080873-5831354,*167.0363845584600,-58.52651423,2.0892,,,,,,,,,15.815495,,,,5,0
1941,1331.032MASSJ11071796-5824157,*166.8248551480600,-58.40441097,2.0541,7.11,0.000024,7.11,,,18.792,17.285,16.381,16.630381,15.463,,,5,0
1942,1331.122MASSJ11025038-5839506,*165.7099787145000,-58.6640495,0.4168,-13.82,-0.000046,-13.82,,,18.257,16.821,15.923,16.144751,15.006,,,1,0
1943,1331.262MASSJ11031955-5829504,*165.8315327894000,-58.49733477,1.9494,5.28,0.000018,5.28,,,20.434,18.989,17.89,17.957438,16.559,,,1,0
1944,1331.922MASSJ11025592-5848448,*165.7330751650700,-58.81246076,2.0976,6.75,0.000023,6.75,,,17.543,16.215,15.443,15.749875,14.749,,,5,0
1945,1332.84Cl*NGC3532AR236,*167.1289776111600,-58.72231838,0.6018,,,,,,,,,12.706991,,,,1,0
1946,1333.142MASSJ11055081-5904345,*166.4616946982800,-59.0762527,1.987,7.08,0.000024,7.08,,,18.492,17.081,16.194,16.475096,15.323,,,5,0
1947,1333.39HD96651,*166.7855328697500,-58.3902132,2.0406,3.7,0.000012,3.7,,,8.993,8.943,8.915,8.943662,8.902,A1V,,20,0
1948,1333.432MASSJ11030099-5850435,*165.7541727684300,-58.84542503,2.0684,3.91,0.000013,3.91,,,15.403,14.377,13.781,14.059365,13.272,,,5,0
1949,1333.52Cl*NGC3532AR225,*167.0882618663600,-58.58380433,1.989,-15.26,-0.000051,-15.26,,,,,,11.958072,,,,2,0
1950,1334.542MASSJ11054082-5820095,*166.4201166448300,-58.3359642,1.5084,-4.8,-0.000016,-4.8,,,14.541,13.719,13.248,13.531186,12.857,,,1,0
1951,1334.652MASSJ11072805-5825110,*166.8668151897000,-58.41974237,1.963,,,,,,,,,18.98596,,,,1,0
1952,1335.922MASSJ11082411-5848575,*167.1004696990100,-58.815983,2.1245,,,,,,,,,14.702252,,,,5,0
1953,1337.60GaiaEDR35340144224567185152,*167.1009753151900,-58.8167315,2.1399,,,,,,,,,17.726927,,,,3,0
1954,1338.362MASSJ11043956-5821320,*166.1648600717900,-58.35891382,2.099,,,,,,,,,13.960944,,,,5,0
1955,1339.402MASSJ11065595-5902269,*166.7332068581200,-59.04081057,2.2225,5.15,0.000017,5.15,,,17.693,16.325,15.526,15.815416,14.787,,,4,0
1956,1340.692MASSJ11044001-5903215,*166.1667685118500,-59.05597121,2.0489,3.31,0.000011,3.31,,,17.938,16.628,15.846,16.042934,15.061,,,6,0
1957,1341.032MASSJ11081756-5833302,*167.0731838771100,-58.55840524,2.034,,,,,,,,,18.392473,,,,1,0
1958,1341.102MASSJ11071653-5900566,*166.8188972720600,-59.01572119,2.2292,6.25,0.000021,6.25,,,20.55,19.104,18.037,18.070496,16.666,,,1,0
1959,1341.412MASSJ11035403-5824495,*165.9751514474600,-58.41374012,2.0832,,,,,,,,,16.272749,,,,5,0
1960,1342.532MASSJ11082919-5846456,*167.1216053169400,-58.77934119,0.1918,,,,,,,,,14.643631,,,,1,0
1961,1343.18HD96808,*167.0134339928000,-58.5003728,2.0554,5.1,0.000017,5.1,,,8.929,8.811,8.8,8.844372,8.732,A2III/IV,,19,0
1962,1343.552MASSJ11030296-5833145,*165.7624157282000,-58.55403907,0.4732,,,,,,,,,16.681501,,,,1,0
1963,1343.712MASSJ11035383-5900057,*165.9743647848400,-59.00159796,2.2196,5.94,0.00002,5.94,,,19.22,17.725,16.766,16.85058,15.692,,,4,0
1964,1343.83Cl*NGC3532AR227,*167.0891114978300,-58.57670323,2.1022,,,,,,,,,12.33825,,,,6,0
1965,1344.87Cl*NGC3532AR31,*166.0534320250600,-58.38474705,4.0368,13.29,0.000044,13.29,,,,,,11.667736,,,,1,0
1966,1345.60HD96774,*166.9573829600000,-58.954436,2.0985,,,,,,9.992,9.87,9.82,9.878102,9.78,A0,,17,0
1967,1345.84Cl*NGC3532FERN475,*165.9179021219800,-58.97715806,2.4735,-2.62,-0.000009,-2.62,,,,,,10.786373,,,,1,0
1968,1347.982MASSJ11082568-5848588,*167.1070160709500,-58.81635268,1.6937,57.49,0.000192,57.5,,,16.939,15.701,14.982,15.295259,14.343,,,1,0
1969,1348.452MASSJ11024887-5839089,*165.7036817505300,-58.65244785,2.108,,,,,,,,,16.632969,,,,4,0
1970,1349.752MASSJ11034546-5859199,*165.9394739170000,-58.98886217,0.6297,-43.54,-0.000145,-43.54,,,15.092,14.341,13.895,14.152424,13.453,,,1,0
1971,1349.79HD96879,*167.1019369812400,-58.82634263,0.9919,,,,,,8.846,8.865,8.907,8.918253,8.956,B3/5,,11,0
1972,1350.612MASSJ11081456-5832184,*167.0607472424600,-58.53846795,2.2611,,,,,,,,,19.223766,,,,1,0
1973,1350.65HD96897,*167.1368982722300,-58.68014156,1.5337,,,,,,9.752,9.467,9.301,9.432127,9.147,ApSrEuCr,,16,0
